id,topic,treatment,submission,duration,accuracy_local,accuracy_global,effort,difficulty,num_sentences,num_clusters,local_cohesion,num_concepts,num_coh_sentences,num_non_coh_sentences,num_relations,global_cohesion,color_coding,cmap
ma13ba26,draft,control-group,2018-03-14T10:24:13Z,906.711,35,35,2,4,5,2,0.25,24,1,3,69,2,no_color_coding,no-cmap
ma13ba26,revision,control-group,2018-03-14T10:24:13Z,943.77,70,70,6,7,7,3,0.5,22,3,3,53,2,no_color_coding,no-cmap
ma18ri52,transfer,control-group,2018-01-26T14:25:53Z,914.713,60,67,4,4,13,4,0.25,42,3,9,76,2.5,no_color_coding,no-cmap
ma18ri52,draft,cmap-integrated,2018-01-26T14:07:28Z,773.427,55,68,6,4,8,1,0.857142857143,18,6,1,36,2.5,color_coding,cmap
ma18ri52,revision,cmap-integrated,2018-01-26T14:07:28Z,786.242,70,72,4,4,8,1,0.857142857143,19,6,1,43,3,color_coding,cmap
ma28ma48,transfer,control-group,2018-01-24T17:34:27Z,905.098,70,50,2,3,14,3,0.384615384615,37,5,8,93,2,no_color_coding,no-cmap
ma28ma48,draft,control-group,2018-01-24T17:14:59Z,893.221,65,20,3,2,11,4,0.3,15,3,7,22,2,no_color_coding,no-cmap
ma28ma48,revision,control-group,2018-01-24T17:14:59Z,962.675,70,55,1,5,19,1,0.388888888889,24,7,11,45,3.5,no_color_coding,no-cmap
ma30ri20,transfer,control-group,2018-06-13T13:41:51Z,791.634,84,83,5,3,8,1,0.285714285714,18,2,5,37,2,no_color_coding,no-cmap
ma30ri20,draft,integrated,2018-06-13T13:12:18Z,714.515,74,7,5,1,7,1,0.833333333333,15,5,1,41,1,color_coding,no-cmap
ma30ri20,revision,integrated,2018-06-13T13:12:18Z,767.3,70,32,4,3,7,1,1,20,6,0,54,1,color_coding,no-cmap
me25he58,transfer,control-group,2018-06-13T13:32:29Z,802.096,81,82,3,8,11,1,0.5,24,5,5,36,3,no_color_coding,no-cmap
me25he58,draft,cmap-integrated,2018-06-13T13:12:09Z,819.985,61,55,3,4,13,1,0.5,23,6,6,42,3,color_coding,cmap
me25he58,revision,cmap-integrated,2018-06-13T13:12:09Z,768.598,60,54,5,6,15,1,0.571428571429,24,8,6,58,4,color_coding,cmap
mue12id08,transfer,control-group,2018-01-17T11:48:55Z,928.683,44,14,5,2,9,4,0.25,27,2,6,37,2.5,no_color_coding,no-cmap
mue12id08,draft,integrated,2018-01-17T11:25:51Z,1018.212,14,40,4,4,10,2,0.444444444444,25,4,5,38,3,color_coding,no-cmap
mue12id08,revision,integrated,2018-01-17T11:25:51Z,987.951,62,62,4,4,16,1,0.533333333333,28,8,7,46,3,color_coding,no-cmap
mue25do77,draft,control-group,2018-06-15T13:51:45Z,762.199,54,71,2,3,9,2,0.625,17,5,3,25,2,no_color_coding,no-cmap
mue25do77,revision,control-group,2018-06-15T13:51:45Z,857.667,83,89,2,6,11,2,0.5,16,5,5,22,2,no_color_coding,no-cmap
mue25do77,transfer,control-group,2018-06-15T14:15:18Z,894.261,78,58,3,2,5,2,0.75,18,3,1,44,0.5,no_color_coding,no-cmap
nt05ev29,transfer,control-group,2018-05-04T13:36:04Z,940.291,50,70,2,2,9,1,0.5,37,4,4,58,2.5,no_color_coding,no-cmap
nt05ev29,draft,control-group,2018-05-04T13:14:37Z,926.658,75,90,3,4,11,2,0.5,20,5,5,61,2,no_color_coding,no-cmap
nt05ev29,revision,control-group,2018-05-04T13:14:37Z,856.134,90,90,1,6,12,1,0.727272727273,30,8,3,86,2.5,no_color_coding,no-cmap
ob15an02,transfer,control-group,2018-01-19T08:38:13Z,934.025,40,76,2,8,9,2,0.375,29,3,5,58,3,no_color_coding,no-cmap
ob15an02,draft,integrated,2018-01-19T08:12:31Z,965.324,52,80,3,6,10,1,0.222222222222,22,2,7,52,2,color_coding,no-cmap
ob15an02,revision,integrated,2018-01-19T08:12:31Z,1516349500.74836,91,59,3,3,10,2,0.333333333333,26,3,6,62,2,color_coding,no-cmap
oeh13el16,transfer,control-group,2018-06-26T16:06:45Z,938.849,73,76,3,7,17,2,0.5,29,8,8,48,2.5,no_color_coding,no-cmap
oeh13el16,draft,cmap,2018-06-26T15:44:41Z,895.364,59,75,4,7,14,3,0.461538461538,18,6,7,25,2,no_color_coding,cmap
oeh13el16,revision,cmap,2018-06-26T15:44:41Z,830.619,79,83,4,8,14,1,0.769230769231,22,10,3,35,2.5,no_color_coding,cmap
of10da58,transfer,control-group,2018-06-26T16:16:48Z,938.668,63,68,2,2,10,2,0.333333333333,22,3,6,32,1,no_color_coding,no-cmap
of10da58,draft,control-group,2018-06-26T15:44:39Z,889.223,0,25,4,1,6,3,0.2,16,1,4,20,0.5,no_color_coding,no-cmap
of10da58,revision,control-group,2018-06-26T15:44:39Z,830.868,26,83,2,3,8,1,0.285714285714,19,2,5,23,1.5,no_color_coding,no-cmap
pe25ol69,transfer,control-group,2018-03-02T15:31:07Z,899.265,37,36,1,3,9,1,0.5,26,4,4,53,2,no_color_coding,no-cmap
pe25ol69,draft,cmap-integrated,2018-03-02T15:12:01Z,893.942,35,40,1,3,10,1,0.666666666667,22,6,3,34,1.5,color_coding,cmap
pe25ol69,revision,cmap-integrated,2018-03-02T15:12:01Z,944.914,39,37,2,3,12,2,0.454545454545,29,5,6,53,2,color_coding,cmap
pf03cl18,transfer,control-group,2018-01-24T17:34:59Z,913.661,69,82,6,7,22,3,0.52380952381,42,11,10,86,2,no_color_coding,no-cmap
pf03cl18,draft,integrated,2018-01-24T17:15:00Z,892.725,63,58,6,4,19,3,0.333333333333,33,6,12,52,2.5,color_coding,no-cmap
pf03cl18,revision,integrated,2018-01-24T17:15:00Z,946.749,51,51,6,6,19,2,0.444444444444,34,8,10,56,2.5,color_coding,no-cmap
pf17du77,transfer,control-group,2018-01-25T15:42:29Z,916.968,42,37,4,3,8,4,0.285714285714,27,2,5,49,2.5,no_color_coding,no-cmap
pf17du77,draft,control-group,2018-01-25T15:23:38Z,897.267,74,71,2,6,12,5,0,21,0,11,26,2.5,no_color_coding,no-cmap
pf17du77,revision,control-group,2018-01-25T15:23:38Z,961.704,70,65,1,6,16,2,0,27,0,15,33,3.5,no_color_coding,no-cmap
pf24bi24,transfer,control-group,2018-07-27T15:57:21Z,865.639,92,92,1,4,9,3,0.625,33,5,3,62,3,no_color_coding,no-cmap
pf24bi24,draft,control-group,2018-07-27T15:29:52Z,799.937,86,64,1,8,6,1,1,22,5,0,99,2,no_color_coding,no-cmap
pf24bi24,revision,control-group,2018-07-27T15:29:52Z,777.993,94,82,1,9,11,3,0.6,28,6,4,106,3,no_color_coding,no-cmap
re21se88,transfer,control-group,2018-02-06T11:58:54Z,900.654,81,65,2,4,10,1,0.666666666667,38,6,3,76,3,no_color_coding,no-cmap
re21se88,draft,cmap-integrated,2018-02-06T11:39:33Z,894.937,75,66,3,4,9,2,0.625,22,5,3,55,2,color_coding,cmap
re21se88,revision,cmap-integrated,2018-02-06T11:39:33Z,938.915,90,84,3,7,13,1,0.833333333333,33,10,2,83,4,color_coding,cmap
re24ul09,transfer,control-group,2018-05-08T13:34:46Z,898.976,83,62,2,4,15,5,0.214285714286,27,3,11,27,3.5,no_color_coding,no-cmap
re24ul09,draft,cmap,2018-05-08T13:15:02Z,914.011,38,76,2,4,16,2,0.466666666667,32,7,8,73,2.5,no_color_coding,cmap
re24ul09,revision,cmap,2018-05-08T13:15:02Z,941.012,82,42,3,3,23,2,0.545454545455,44,12,10,108,4,no_color_coding,cmap
rg07it89,transfer,control-group,2017-12-13T09:19:31Z,894.764,61,34,6,3,17,3,0.375,45,6,10,72,3.5,no_color_coding,no-cmap
rg07it89,draft,cmap-integrated,2017-12-13T08:53:04Z,608.063,63,55,6,4,9,4,0.125,18,1,7,23,2.5,color_coding,cmap
rg07it89,revision,cmap-integrated,2017-12-13T08:53:04Z,641.66,70,69,9,4,15,3,0.571428571429,27,8,6,51,3,color_coding,cmap
ro16sa88,transfer,control-group,2018-04-05T13:37:55Z,928.525,85,67,3,4,14,4,0.384615384615,32,5,8,35,3,no_color_coding,no-cmap
ro16sa88,draft,cmap,2018-04-05T13:17:32Z,904.172,58,79,7,8,18,1,0.352941176471,33,6,11,65,2.5,no_color_coding,cmap
ro16sa88,revision,cmap,2018-04-05T13:17:32Z,931.682,89,82,6,4,19,1,0.388888888889,37,7,11,83,2.5,no_color_coding,cmap
sa09ur31,transfer,control-group,2018-01-17T17:42:01Z,907.609,58,20,3,3,6,2,0.4,17,2,3,17,0.5,no_color_coding,no-cmap
sa09ur31,draft,cmap-integrated,2018-01-17T17:21:22Z,905.917,70,40,3,5,9,1,0.625,14,5,3,25,1.5,color_coding,cmap
sa09ur31,revision,cmap-integrated,2018-01-17T17:21:22Z,991.419,80,61,3,5,9,1,0.75,14,6,2,28,1.5,color_coding,cmap
sc12he59,transfer,control-group,2018-02-06T11:59:10Z,900.312,78,40,2,4,17,2,0.5,35,8,8,59,3,no_color_coding,no-cmap
sc12he59,draft,integrated,2018-02-06T11:39:33Z,896.397,66,95,2,6,11,1,0.7,22,7,3,79,2.5,color_coding,no-cmap
sc12he59,revision,integrated,2018-02-06T11:39:33Z,939.431,88,90,2,7,16,1,0.6,26,9,6,87,3,color_coding,no-cmap
sc20li28,transfer,control-group,2018-06-13T16:03:03Z,829.071,90,24,4,2,10,6,0,20,0,9,25,0.5,no_color_coding,no-cmap
sc20li28,draft,cmap,2018-06-13T15:36:36Z,834.095,43,60,4,2,12,6,0.272727272727,24,3,8,24,2,no_color_coding,cmap
sc20li28,revision,cmap,2018-06-13T15:36:36Z,799.65,88,24,3,4,16,4,0.6,32,9,6,56,2.5,no_color_coding,cmap
sh02ka02,transfer,control-group,2017-12-18T13:51:03Z,885.845,76,74,2,5,6,2,0.6,23,3,2,75,1.5,no_color_coding,no-cmap
sh02ka02,draft,integrated,2017-12-18T13:25:38Z,912.689,40,70,3,2,12,2,0.545454545455,21,6,5,46,2,color_coding,no-cmap
sh02ka02,revision,integrated,2017-12-18T13:25:38Z,980.21,70,60,3,4,10,1,0.666666666667,31,6,3,99,3.5,color_coding,no-cmap
si27sa40,transfer,control-group,2017-12-22T08:36:07Z,869.905,70,64,3,7,15,5,0.285714285714,34,4,10,69,2.5,no_color_coding,no-cmap
si27sa40,draft,control-group,2017-12-22T08:15:09Z,681.394,76,55,3,6,13,1,0.666666666667,25,8,4,47,2,no_color_coding,no-cmap
si27sa40,revision,control-group,2017-12-22T08:15:09Z,809.593,70,55,3,8,14,1,0.846153846154,19,11,2,46,3,no_color_coding,no-cmap
st22ju09,transfer,control-group,2018-01-18T15:47:46Z,915.237,70,85,2,8,12,1,0.545454545455,28,6,5,48,3.5,no_color_coding,no-cmap
st22ju09,draft,integrated,2018-01-18T15:24:21Z,943.425,65,81,2,6,13,2,0.5,23,6,6,45,2.5,color_coding,no-cmap
st22ju09,revision,integrated,2018-01-18T15:24:21Z,958.353,70,85,2,7,16,2,0.466666666667,25,7,8,49,3,color_coding,no-cmap
st24ka14,transfer,control-group,2018-01-24T11:50:15Z,914.327,65,49,2,8,15,8,0.285714285714,39,4,10,45,1.5,no_color_coding,no-cmap
st24ka14,draft,integrated,2018-01-24T11:30:14Z,920.479,58,40,2,7,18,4,0.411764705882,28,7,10,30,2,color_coding,no-cmap
st24ka14,revision,integrated,2018-01-24T11:30:14Z,1516793336.84326,75,80,1,8,20,1,0.473684210526,31,9,10,50,2,color_coding,no-cmap
te09an09,transfer,control-group,2018-07-24T16:12:06Z,934.958,76,76,4,4,13,4,0.25,33,3,9,38,2.5,no_color_coding,no-cmap
te09an09,draft,cmap-integrated,2018-07-24T15:51:46Z,931.095,83,93,3,5,14,2,0.384615384615,21,5,8,40,2.5,color_coding,cmap
te09an09,revision,cmap-integrated,2018-07-24T15:51:46Z,1031.665,90,90,2,3,16,1,0.533333333333,26,8,7,61,2.5,color_coding,cmap
tue16ch63,transfer,control-group,2018-06-05T16:08:25Z,853.973,75,90,1,7,11,1,0.5,38,5,5,66,3.5,no_color_coding,no-cmap
tue16ch63,draft,control-group,2018-06-05T15:52:22Z,585.604,80,80,2,7,11,3,0.4,17,4,6,24,2.5,no_color_coding,no-cmap
tue16ch63,revision,control-group,2018-06-05T15:52:22Z,871.232,85,90,2,6,13,2,0.416666666667,24,5,7,45,3,no_color_coding,no-cmap
ve11el52,transfer,control-group,2018-01-25T15:50:02Z,910.701,56,75,2,3,15,6,0.0714285714286,37,1,13,51,2,no_color_coding,no-cmap
ve11el52,draft,cmap-integrated,2018-01-25T15:23:39Z,895.621,37,15,3,1,11,1,0.6,21,6,4,34,1.5,color_coding,cmap
ve11el52,revision,cmap-integrated,2018-01-25T15:23:39Z,961.922,42,59,3,5,14,1,0.538461538462,26,7,6,54,2.5,color_coding,cmap
wa24ul08,transfer,control-group,2018-06-13T13:38:19Z,801.139,62,62,3,3,9,1,0.375,33,3,5,66,1.5,no_color_coding,no-cmap
wa24ul08,draft,control-group,2018-06-13T13:12:11Z,809.949,60,57,3,4,8,2,0.428571428571,22,3,4,38,2.5,no_color_coding,no-cmap
wa24ul08,revision,control-group,2018-06-13T13:12:11Z,768.361,78,75,2,8,12,1,0.545454545455,28,6,5,54,3,no_color_coding,no-cmap
wa27ed40,transfer,control-group,2018-05-16T07:49:46Z,920.288,83,84,2,2,19,4,0.277777777778,33,5,13,37,2.5,no_color_coding,no-cmap
wa27ed40,draft,integrated,2018-05-16T07:29:08Z,776.578,64,66,2,8,14,3,0.307692307692,31,4,9,44,3.5,color_coding,no-cmap
wa27ed40,revision,integrated,2018-05-16T07:29:08Z,520.245,94,92,2,4,16,1,0.6,32,9,6,56,3.5,color_coding,no-cmap
we05bi89,transfer,control-group,2018-01-17T17:41:50Z,906.682,45,30,2,2,11,1,0.5,23,5,5,43,3,no_color_coding,no-cmap
we05bi89,draft,cmap,2018-01-17T17:21:37Z,905.375,39,30,2,2,9,1,0.75,15,6,2,29,2.5,no_color_coding,cmap
we05bi89,revision,cmap,2018-01-17T17:21:37Z,993.314,50,50,3,2,13,1,0.833333333333,19,10,2,50,4,no_color_coding,cmap
we08an21,transfer,control-group,2017-12-12T18:40:58Z,893.3,80,70,4,4,6,1,0.6,20,3,2,37,2.5,no_color_coding,no-cmap
we08an21,draft,cmap,2017-12-12T18:24:09Z,909.028,33,46,2,3,7,2,0.333333333333,16,2,4,28,1,no_color_coding,cmap
we08an21,revision,cmap,2017-12-12T18:24:09Z,957.307,70,70,2,4,7,1,0.666666666667,22,4,2,40,1.5,no_color_coding,cmap
we26an05,transfer,control-group,2018-03-14T10:43:47Z,908.103,40,46,6,6,8,2,0.428571428571,32,3,4,55,1.5,no_color_coding,no-cmap
we26an05,draft,integrated,2018-03-14T10:24:11Z,896.145,16,31,4,3,9,1,0.5,20,4,4,40,2,color_coding,no-cmap
we26an05,revision,integrated,2018-03-14T10:24:11Z,941.482,40,45,6,2,10,1,0.555555555556,27,5,4,127,2.5,color_coding,no-cmap
wi12su00,transfer,control-group,2018-05-28T09:22:22Z,1168.866,58,21,2,2,13,3,0.0833333333333,38,1,11,60,3,no_color_coding,no-cmap
wi12su00,draft,control-group,2018-05-28T09:00:36Z,726.967,36,55,3,5,12,1,0.545454545455,35,6,5,60,2,no_color_coding,no-cmap
wi12su00,revision,control-group,2018-05-28T09:00:36Z,761.839,79,56,2,7,16,2,0.266666666667,39,4,11,48,2.5,no_color_coding,no-cmap
wi26mo27,transfer,control-group,2017-12-18T08:27:39Z,928.927,14,35,6,7,14,4,0.153846153846,28,2,11,36,2,no_color_coding,no-cmap
wi26mo27,draft,cmap,2017-12-18T08:05:37Z,900.853,52,22,4,2,12,2,0.545454545455,25,6,5,37,0.5,no_color_coding,cmap
wi26mo27,revision,cmap,2017-12-18T08:05:37Z,887.386,67,42,4,6,15,1,0.642857142857,29,9,5,54,1,no_color_coding,cmap
ze06ju00,transfer,control-group,2018-07-04T15:59:37Z,893.549,62,48,2,3,10,3,0.444444444444,20,4,5,25,1.5,no_color_coding,no-cmap
ze06ju00,draft,integrated,2018-07-04T15:39:10Z,904.104,72,64,2,4,12,2,0.545454545455,27,6,5,43,2,color_coding,no-cmap
ze06ju00,revision,integrated,2018-07-04T15:39:10Z,686.588,95,90,3,7,12,2,0.454545454545,27,5,6,39,2,color_coding,no-cmap
